,CodaViolation,Condition,Filler,Item,OnsetViolation,ReactionTime,SelectedTest,Subject,TestPosition,TrialNumber,Version,Vowel
3097,1,GB,flelg,20,0,1980,0,AFN5VMMGYPF1I,0,21,1,u
3098,1,BB,shrelth,2,1,1846,0,AFN5VMMGYPF1I,0,22,1,o
3099,1,BB,gwald,22,1,1530,0,AFN5VMMGYPF1I,0,23,1,i
3100,1,BB,trilb,18,1,1853,0,AFN5VMMGYPF1I,1,24,1,a
3101,0,GG,shesp,23,0,1482,1,AFN5VMMGYPF1I,0,25,1,oo
3103,1,GB,blelth,16,0,2190,0,AFN5VMMGYPF1I,1,27,1,e
3104,0,BG,gralfth,5,1,1764,1,AFN5VMMGYPF1I,0,28,1,oo
3105,1,GB,slils,12,0,1453,0,AFN5VMMGYPF1I,0,29,1,a
3115,0,GG,trilb,0,0,9390,1,AGFWV1U4CJXP5,1,2,0,a
3116,0,GG,sklime,12,0,2402,0,AGFWV1U4CJXP5,1,3,0,a
3117,1,GB,blelth,9,0,1394,0,AGFWV1U4CJXP5,0,4,0,u
3118,0,BG,skuck,18,1,1859,1,AGFWV1U4CJXP5,1,5,0,a
3119,1,BB,fashk,11,1,1186,0,AGFWV1U4CJXP5,1,6,0,oo
3122,0,BG,throth,6,1,1424,0,AGFWV1U4CJXP5,1,9,0,a
3123,0,GG,slils,16,0,1555,1,AGFWV1U4CJXP5,0,10,0,e
3125,1,GB,smim,5,0,1283,0,AGFWV1U4CJXP5,0,12,0,oo
3126,0,GG,gralfth,4,0,1106,1,AGFWV1U4CJXP5,0,13,0,u
3127,0,BG,dwoond,14,1,1108,0,AGFWV1U4CJXP5,1,14,0,i
3128,1,GB,sloond,17,0,1271,0,AGFWV1U4CJXP5,0,15,0,oo
3129,1,BB,skoths,3,1,1618,0,AGFWV1U4CJXP5,0,16,0,i
3131,1,BB,felmth,7,1,1483,0,AGFWV1U4CJXP5,1,18,0,i
3132,1,GB,spelsh,1,0,1275,0,AGFWV1U4CJXP5,1,19,0,e
3133,1,BB,brur,19,1,1090,0,AGFWV1U4CJXP5,1,20,0,e
3134,1,BB,flelg,15,1,1219,1,AGFWV1U4CJXP5,0,21,0,o
3135,0,GG,gwempt,8,0,1025,1,AGFWV1U4CJXP5,0,22,0,e
3136,0,GG,skralk,20,0,1154,1,AGFWV1U4CJXP5,1,23,0,u
3137,0,BG,gwald,22,1,1161,1,AGFWV1U4CJXP5,0,24,0,i
3138,1,GB,spup,13,0,1675,0,AGFWV1U4CJXP5,0,25,0,e
3139,0,BG,threlt,2,1,1297,1,AGFWV1U4CJXP5,1,26,0,o
3140,1,BB,shesp,23,1,1115,1,AGFWV1U4CJXP5,0,27,0,oo
3141,0,BG,glagd,10,1,1578,0,AGFWV1U4CJXP5,0,28,0,o
3142,1,GB,shrelth,21,0,1338,1,AGFWV1U4CJXP5,1,29,0,o
3189,1,BB,skoths,14,1,10538,0,AIDXAWCTE2TBR,1,2,1,i
3190,1,GB,glagd,20,0,8678,0,AIDXAWCTE2TBR,0,3,1,u
3192,1,BB,blelth,6,1,9655,1,AIDXAWCTE2TBR,0,5,1,a
3193,1,BB,gwempt,22,1,3847,0,AIDXAWCTE2TBR,0,6,1,i
3194,0,BG,fashk,13,1,4975,0,AIDXAWCTE2TBR,0,7,1,e
3195,0,BG,brur,5,1,3311,1,AIDXAWCTE2TBR,1,8,1,oo
3196,0,GG,shrelth,19,0,5856,0,AIDXAWCTE2TBR,0,9,1,e
3197,1,BB,gralfth,18,1,5846,0,AIDXAWCTE2TBR,1,10,1,a
3198,1,BB,gwald,10,1,4550,0,AIDXAWCTE2TBR,1,11,1,o
3199,0,BG,felmth,21,1,4479,1,AIDXAWCTE2TBR,1,12,1,o
3200,0,BG,spelsh,1,1,5948,0,AIDXAWCTE2TBR,0,13,1,e
3201,0,GG,sklime,15,0,5077,0,AIDXAWCTE2TBR,0,14,1,o
3202,0,GG,shesp,11,0,1454,1,AIDXAWCTE2TBR,0,15,1,oo
3206,0,GG,throth,23,0,2135,1,AIDXAWCTE2TBR,0,19,1,oo
3207,0,BG,flelg,9,1,2767,0,AIDXAWCTE2TBR,1,20,1,u
3208,0,GG,threlt,7,0,1567,1,AIDXAWCTE2TBR,1,21,1,i
3209,1,GB,sloond,16,0,1951,0,AIDXAWCTE2TBR,0,22,1,e
3210,1,GB,trilb,4,0,2614,1,AIDXAWCTE2TBR,0,23,1,u
3211,0,GG,slils,3,0,2758,1,AIDXAWCTE2TBR,1,24,1,i
3212,1,GB,skuck,12,0,3423,0,AIDXAWCTE2TBR,1,25,1,a
3213,1,BB,smim,2,1,2758,0,AIDXAWCTE2TBR,0,26,1,o
3214,0,BG,spup,17,1,4175,0,AIDXAWCTE2TBR,1,27,1,oo
3215,1,GB,dwoond,0,0,6235,0,AIDXAWCTE2TBR,0,28,1,a
3216,1,GB,skralk,8,0,4975,0,AIDXAWCTE2TBR,1,29,1,e
3226,0,BG,smim,6,1,8486,0,AKH2U6XGSGLJ9,0,2,0,a
3227,1,GB,gwald,9,0,2027,1,AKH2U6XGSGLJ9,1,3,0,u
3229,1,GB,skralk,21,0,1549,0,AKH2U6XGSGLJ9,0,5,0,o
3231,1,BB,trilb,23,1,2685,0,AKH2U6XGSGLJ9,0,7,0,oo
3232,0,GG,dwoond,8,0,1382,1,AKH2U6XGSGLJ9,0,8,0,e
3233,1,BB,gwempt,19,1,2957,0,AKH2U6XGSGLJ9,1,9,0,e
3234,0,BG,flelg,2,1,2869,0,AKH2U6XGSGLJ9,0,10,0,o
3235,1,BB,spelsh,3,1,1645,0,AKH2U6XGSGLJ9,0,11,0,i
3236,1,GB,gralfth,13,0,1781,1,AKH2U6XGSGLJ9,1,12,0,e
3237,0,GG,threlt,12,0,1406,1,AKH2U6XGSGLJ9,1,13,0,a
3238,1,BB,sloond,7,1,1230,0,AKH2U6XGSGLJ9,1,14,0,i
3239,1,BB,blelth,11,1,1404,0,AKH2U6XGSGLJ9,1,15,0,oo
3240,0,GG,brur,16,0,1614,1,AKH2U6XGSGLJ9,0,16,0,e
3243,0,BG,fashk,22,1,1677,1,AKH2U6XGSGLJ9,1,19,0,i
3244,0,GG,sklime,0,0,1302,1,AKH2U6XGSGLJ9,0,20,0,a
3245,1,GB,spup,17,0,1149,0,AKH2U6XGSGLJ9,0,21,0,oo
3246,1,BB,felmth,15,1,2149,0,AKH2U6XGSGLJ9,1,22,0,o
3247,0,GG,skuck,4,0,1206,0,AKH2U6XGSGLJ9,0,23,0,u
3248,0,GG,shrelth,20,0,1605,1,AKH2U6XGSGLJ9,0,24,0,u
3249,1,GB,skoths,1,0,2085,0,AKH2U6XGSGLJ9,0,25,0,e
3250,0,BG,throth,18,1,1638,0,AKH2U6XGSGLJ9,0,26,0,a
3251,0,BG,glagd,10,1,4085,1,AKH2U6XGSGLJ9,0,27,0,o
3252,0,BG,slils,14,1,2621,0,AKH2U6XGSGLJ9,0,28,0,i
3253,1,GB,shesp,5,0,4364,0,AKH2U6XGSGLJ9,1,29,0,oo
3263,0,GG,threlt,5,0,10591,1,AKM7BAAH9OPGW,0,2,3,oo
3264,1,GB,gralfth,22,0,3060,0,AKM7BAAH9OPGW,0,3,3,i
3266,0,GG,skoths,13,0,1526,0,AKM7BAAH9OPGW,1,5,3,e
3267,0,BG,spelsh,15,1,1437,0,AKM7BAAH9OPGW,1,6,3,o
3268,1,GB,skralk,6,0,3246,0,AKM7BAAH9OPGW,1,7,3,a
3269,0,BG,throth,7,1,2942,0,AKM7BAAH9OPGW,0,8,3,i
3271,1,BB,glagd,20,1,1046,1,AKM7BAAH9OPGW,1,10,3,u
3272,0,GG,shrelth,1,0,1638,1,AKM7BAAH9OPGW,1,11,3,e
3273,1,GB,sklime,2,0,1918,0,AKM7BAAH9OPGW,1,12,3,o
3274,1,BB,felmth,12,1,1326,0,AKM7BAAH9OPGW,0,13,3,a
3275,1,BB,flelg,0,1,1277,0,AKM7BAAH9OPGW,0,14,3,a
3276,0,GG,blelth,9,0,1134,1,AKM7BAAH9OPGW,0,15,3,u
3277,1,BB,slils,4,1,1693,0,AKM7BAAH9OPGW,0,16,3,u
3278,0,BG,fashk,11,1,1886,0,AKM7BAAH9OPGW,1,17,3,oo
3279,0,BG,smim,19,1,1462,0,AKM7BAAH9OPGW,0,18,3,e
3280,1,GB,sloond,14,0,1502,0,AKM7BAAH9OPGW,0,19,3,i
3281,0,BG,brur,3,1,1397,0,AKM7BAAH9OPGW,1,20,3,i
3284,0,GG,shesp,21,0,1909,1,AKM7BAAH9OPGW,1,23,3,o
3285,1,BB,skuck,8,1,1470,0,AKM7BAAH9OPGW,0,24,3,e
3286,0,BG,trilb,23,1,1638,1,AKM7BAAH9OPGW,0,25,3,oo
3287,1,GB,gwald,10,0,1422,1,AKM7BAAH9OPGW,1,26,3,o
3288,1,BB,spup,16,1,1406,0,AKM7BAAH9OPGW,0,27,3,e
3289,0,GG,gwempt,17,0,1086,1,AKM7BAAH9OPGW,1,28,3,oo
3290,1,GB,dwoond,18,0,990,0,AKM7BAAH9OPGW,1,29,3,a
3300,0,GG,flelg,0,0,8223,1,AKO4O0L9613K5,0,2,0,a
3301,0,BG,gwald,2,1,2893,0,AKO4O0L9613K5,1,3,0,o
3303,1,BB,felmth,11,1,1996,0,AKO4O0L9613K5,1,5,0,oo
3304,1,BB,trilb,3,1,1781,0,AKO4O0L9613K5,1,6,0,i
3305,0,BG,skuck,6,1,2317,0,AKO4O0L9613K5,0,7,0,a
3306,1,BB,spup,23,1,2715,0,AKO4O0L9613K5,0,8,0,oo
3307,0,BG,skralk,22,1,1749,1,AKO4O0L9613K5,1,9,0,i
3308,0,GG,slils,4,0,2739,1,AKO4O0L9613K5,1,10,0,u
3310,0,BG,threlt,18,1,1890,0,AKO4O0L9613K5,1,12,0,a
3311,1,GB,dwoond,21,0,1540,1,AKO4O0L9613K5,0,13,0,o
3312,0,GG,spelsh,8,0,1325,1,AKO4O0L9613K5,1,14,0,e
3314,1,GB,throth,9,0,1515,0,AKO4O0L9613K5,0,16,0,u
3315,1,GB,gwempt,5,0,1581,1,AKO4O0L9613K5,1,17,0,oo
3316,0,GG,skoths,20,0,1528,1,AKO4O0L9613K5,0,18,0,u
3317,1,BB,shrelth,7,1,1599,0,AKO4O0L9613K5,0,19,0,i
3318,1,GB,gralfth,13,0,1408,1,AKO4O0L9613K5,1,20,0,e
3319,0,BG,blelth,14,1,3106,0,AKO4O0L9613K5,1,21,0,i
3320,0,GG,brur,16,0,1861,1,AKO4O0L9613K5,0,22,0,e
3321,1,BB,fashk,15,1,1371,0,AKO4O0L9613K5,1,23,0,o
3323,0,GG,shesp,12,0,1706,1,AKO4O0L9613K5,1,25,0,a
3324,1,BB,glagd,19,1,1540,0,AKO4O0L9613K5,1,26,0,e
3325,0,BG,smim,10,1,1585,0,AKO4O0L9613K5,1,27,0,o
3326,1,GB,sklime,1,0,1722,0,AKO4O0L9613K5,0,28,0,e
3327,1,GB,sloond,17,0,1505,0,AKO4O0L9613K5,0,29,0,oo
3374,1,BB,skoths,23,1,11392,0,ANXJRYZDKHNDV,0,2,0,oo
3377,0,GG,smim,8,0,1986,1,ANXJRYZDKHNDV,0,5,0,e
3378,0,BG,dwoond,10,1,3091,1,ANXJRYZDKHNDV,1,6,0,o
3380,0,GG,trilb,4,0,2163,1,ANXJRYZDKHNDV,1,8,0,u
3381,1,GB,sklime,9,0,2914,0,ANXJRYZDKHNDV,0,9,0,u
3382,0,GG,shesp,16,0,2893,1,ANXJRYZDKHNDV,0,10,0,e
3383,1,GB,spelsh,5,0,6723,0,ANXJRYZDKHNDV,1,11,0,oo
3384,1,BB,skuck,19,1,2028,0,ANXJRYZDKHNDV,0,12,0,e
3385,0,GG,blelth,20,0,4649,1,ANXJRYZDKHNDV,1,13,0,u
3386,0,BG,sloond,14,1,3114,0,ANXJRYZDKHNDV,0,14,0,i
3387,1,GB,shrelth,21,0,3749,0,ANXJRYZDKHNDV,1,15,0,o
3388,1,BB,felmth,3,1,4833,0,ANXJRYZDKHNDV,0,16,0,i
3389,1,BB,gwempt,7,1,4914,0,ANXJRYZDKHNDV,0,17,0,i
3391,0,GG,throth,12,0,6116,1,ANXJRYZDKHNDV,1,19,0,a
3392,1,GB,flelg,17,0,4527,0,ANXJRYZDKHNDV,1,20,0,oo
3393,1,BB,glagd,15,1,10806,0,ANXJRYZDKHNDV,0,21,0,o
3394,0,BG,brur,18,1,2403,0,ANXJRYZDKHNDV,1,22,0,a
3395,0,GG,skralk,0,0,1739,1,ANXJRYZDKHNDV,0,23,0,a
3396,0,BG,gwald,2,1,3003,0,ANXJRYZDKHNDV,0,24,0,o
3397,1,BB,threlt,11,1,2712,0,ANXJRYZDKHNDV,1,25,0,oo
3398,1,GB,gralfth,1,0,4428,0,ANXJRYZDKHNDV,1,26,0,e
3399,0,BG,slils,22,1,8379,1,ANXJRYZDKHNDV,1,27,0,i
3400,1,GB,fashk,13,0,3849,0,ANXJRYZDKHNDV,1,28,0,e
3401,0,BG,spup,6,1,2427,0,ANXJRYZDKHNDV,0,29,0,a
3411,0,GG,glagd,3,0,9010,1,ANZKTE853UXSD,0,2,1,i
3412,1,BB,gwempt,18,1,2664,0,ANZKTE853UXSD,0,3,1,a
3413,1,GB,shesp,12,0,1480,0,ANZKTE853UXSD,1,4,1,a
3415,0,GG,skoths,15,0,1488,1,ANZKTE853UXSD,0,6,1,o
3416,1,BB,flelg,10,1,2143,0,ANZKTE853UXSD,1,7,1,o
3417,0,BG,skralk,9,1,1550,0,ANZKTE853UXSD,1,8,1,u
3418,1,BB,skuck,14,1,1109,0,ANZKTE853UXSD,0,9,1,i
3419,0,BG,trilb,1,1,1211,1,ANZKTE853UXSD,1,10,1,e
3420,0,BG,spup,13,1,1295,0,ANZKTE853UXSD,1,11,1,e
3421,1,BB,dwoond,2,1,1441,0,ANZKTE853UXSD,1,12,1,o
3422,0,GG,blelth,7,0,1683,0,ANZKTE853UXSD,0,13,1,i
3424,1,GB,throth,16,0,1084,0,ANZKTE853UXSD,1,15,1,e
3425,1,GB,brur,0,0,1309,0,ANZKTE853UXSD,1,16,1,a
3426,0,GG,slils,19,0,1211,1,ANZKTE853UXSD,0,17,1,e
3427,0,GG,felmth,23,0,1332,1,ANZKTE853UXSD,0,18,1,oo
3428,1,GB,threlt,8,0,1290,0,ANZKTE853UXSD,0,19,1,e
3430,0,BG,gralfth,21,1,1816,1,ANZKTE853UXSD,1,21,1,o
3431,0,BG,shrelth,17,1,1715,0,ANZKTE853UXSD,1,22,1,oo
3432,1,GB,gwald,20,0,1475,0,ANZKTE853UXSD,1,23,1,u
3433,1,BB,spelsh,22,1,1439,0,ANZKTE853UXSD,1,24,1,i
3435,0,BG,sloond,5,1,2343,1,ANZKTE853UXSD,0,26,1,oo
3436,1,GB,fashk,4,0,1807,1,ANZKTE853UXSD,0,27,1,u
3437,0,GG,smim,11,0,1423,1,ANZKTE853UXSD,1,28,1,oo
3438,1,BB,sklime,6,1,1881,1,ANZKTE853UXSD,1,29,1,a
3450,0,BG,gwald,16,1,3392,0,AO3XB5I5QNNUI,1,4,2,e
3453,1,BB,dwoond,17,1,3988,0,AO3XB5I5QNNUI,1,7,2,oo
3454,0,BG,spelsh,0,1,2691,0,AO3XB5I5QNNUI,1,8,2,a
3455,1,BB,brur,21,1,1788,0,AO3XB5I5QNNUI,0,9,2,o
3456,1,GB,smim,11,0,1632,0,AO3XB5I5QNNUI,1,10,2,oo
3457,1,BB,skoths,1,1,1602,0,AO3XB5I5QNNUI,0,11,2,e
3458,1,GB,sloond,23,0,2716,0,AO3XB5I5QNNUI,0,12,2,oo
3459,1,GB,glagd,7,0,4098,0,AO3XB5I5QNNUI,0,13,2,i
3460,0,GG,fashk,14,0,1856,1,AO3XB5I5QNNUI,1,14,2,i
3461,1,BB,flelg,13,1,2148,0,AO3XB5I5QNNUI,1,15,2,e
3462,1,GB,throth,15,0,3571,0,AO3XB5I5QNNUI,0,16,2,o
3463,0,GG,slils,18,0,3352,1,AO3XB5I5QNNUI,0,17,2,a
3464,1,GB,shesp,3,0,2310,0,AO3XB5I5QNNUI,1,18,2,i
3465,0,BG,skuck,8,1,1758,0,AO3XB5I5QNNUI,0,19,2,e
3466,1,BB,trilb,5,1,2988,0,AO3XB5I5QNNUI,0,20,2,oo
3467,1,GB,gwempt,19,0,2316,0,AO3XB5I5QNNUI,0,21,2,e
3468,0,BG,blelth,12,1,2602,0,AO3XB5I5QNNUI,0,22,2,a
3469,0,BG,shrelth,4,1,2596,0,AO3XB5I5QNNUI,1,23,2,u
3470,0,GG,sklime,2,0,1271,1,AO3XB5I5QNNUI,1,24,2,o
3471,0,GG,skralk,22,0,1519,1,AO3XB5I5QNNUI,0,25,2,i
3472,0,BG,threlt,20,1,1797,0,AO3XB5I5QNNUI,1,26,2,u
3473,0,GG,gralfth,10,0,1459,1,AO3XB5I5QNNUI,1,27,2,o
3474,1,BB,felmth,9,1,1804,0,AO3XB5I5QNNUI,1,28,2,u
3475,0,GG,spup,6,0,1651,1,AO3XB5I5QNNUI,1,29,2,a
3485,1,BB,felmth,18,1,37235,0,AR8WU7O3D5PDK,1,2,1,a
3486,0,BG,trilb,13,1,6010,0,AR8WU7O3D5PDK,1,3,1,e
3487,0,GG,fashk,11,0,3061,1,AR8WU7O3D5PDK,1,4,1,oo
3489,0,GG,brur,3,0,2234,1,AR8WU7O3D5PDK,1,6,1,i
3490,1,GB,gwempt,4,0,1604,1,AR8WU7O3D5PDK,0,7,1,u
3491,0,BG,sklime,9,1,2283,0,AR8WU7O3D5PDK,0,8,1,u
3492,1,GB,dwoond,20,0,2335,0,AR8WU7O3D5PDK,1,9,1,u
3493,1,GB,shrelth,0,0,1547,1,AR8WU7O3D5PDK,1,10,1,a
3494,0,BG,smim,21,1,1389,0,AR8WU7O3D5PDK,1,11,1,o
3495,0,BG,gralfth,1,1,1421,0,AR8WU7O3D5PDK,1,12,1,e
3496,1,BB,slils,14,1,1380,0,AR8WU7O3D5PDK,0,13,1,i
3497,1,GB,sloond,16,0,1352,0,AR8WU7O3D5PDK,1,14,1,e
3498,1,BB,glagd,10,1,1347,0,AR8WU7O3D5PDK,0,15,1,o
3499,1,GB,spup,12,0,1795,0,AR8WU7O3D5PDK,0,16,1,a
3500,0,BG,gwald,17,1,2095,0,AR8WU7O3D5PDK,1,17,1,oo
3501,1,BB,threlt,6,1,1530,0,AR8WU7O3D5PDK,1,18,1,a
3502,0,GG,flelg,7,0,1318,1,AR8WU7O3D5PDK,1,19,1,i
3504,0,BG,skuck,5,1,1355,0,AR8WU7O3D5PDK,0,21,1,oo
3505,0,GG,throth,19,0,1922,0,AR8WU7O3D5PDK,1,22,1,e
3507,1,BB,spelsh,2,1,1450,0,AR8WU7O3D5PDK,1,24,1,o
3508,1,BB,skoths,22,1,1519,0,AR8WU7O3D5PDK,0,25,1,i
3509,1,GB,blelth,8,0,2280,0,AR8WU7O3D5PDK,0,26,1,e
3510,0,GG,skralk,15,0,1184,1,AR8WU7O3D5PDK,0,27,1,o
3511,0,GG,shesp,23,0,2732,1,AR8WU7O3D5PDK,1,28,1,oo
3559,0,GG,skoths,6,0,21361,0,AS4WHZ0EVURW,0,2,2,a
3560,1,BB,fashk,9,1,7415,0,AS4WHZ0EVURW,0,3,2,u
3561,1,BB,gralfth,1,1,8060,0,AS4WHZ0EVURW,0,4,2,e
3562,0,GG,shrelth,2,0,4415,1,AS4WHZ0EVURW,0,5,2,o
3563,1,BB,gwempt,13,1,3611,0,AS4WHZ0EVURW,0,6,2,e
3564,1,GB,sklime,23,0,4821,0,AS4WHZ0EVURW,0,7,2,oo
3565,1,GB,skuck,3,0,2785,0,AS4WHZ0EVURW,1,8,2,i
3566,0,BG,smim,12,1,5978,0,AS4WHZ0EVURW,0,9,2,a
3567,1,BB,throth,5,1,2711,0,AS4WHZ0EVURW,0,10,2,oo
3569,1,GB,slils,19,0,3588,0,AS4WHZ0EVURW,1,12,2,e
3570,0,BG,felmth,16,1,3379,0,AS4WHZ0EVURW,1,13,2,e
3572,0,GG,blelth,18,0,2558,1,AS4WHZ0EVURW,1,15,2,a
3573,1,BB,sloond,21,1,2195,0,AS4WHZ0EVURW,1,16,2,o
3574,1,GB,flelg,7,0,6516,0,AS4WHZ0EVURW,0,17,2,i
3575,1,GB,gwald,11,0,3361,0,AS4WHZ0EVURW,0,18,2,oo
3576,0,BG,brur,0,1,3190,0,AS4WHZ0EVURW,1,19,2,a
3577,0,BG,shesp,20,1,5936,1,AS4WHZ0EVURW,0,20,2,u
3578,1,BB,dwoond,17,1,5458,1,AS4WHZ0EVURW,1,21,2,oo
3579,0,BG,glagd,8,1,2394,1,AS4WHZ0EVURW,1,22,2,e
3580,0,GG,spelsh,22,0,1798,1,AS4WHZ0EVURW,0,23,2,i
3581,0,GG,threlt,10,0,3204,1,AS4WHZ0EVURW,1,24,2,o
3583,1,GB,spup,15,0,3065,0,AS4WHZ0EVURW,0,26,2,o
3584,0,GG,skralk,14,0,3140,1,AS4WHZ0EVURW,1,27,2,i
3585,0,BG,trilb,4,1,1814,0,AS4WHZ0EVURW,1,28,2,u
3597,0,BG,trilb,1,1,3688,0,ASUQKMIMH875T,0,3,1,e
3598,1,BB,glagd,18,1,10765,0,ASUQKMIMH875T,0,4,1,a
3599,1,BB,slils,14,1,8371,0,ASUQKMIMH875T,1,5,1,i
3601,1,BB,spelsh,10,1,3459,0,ASUQKMIMH875T,1,7,1,o
3602,0,GG,fashk,11,0,3181,1,ASUQKMIMH875T,1,8,1,oo
3604,1,BB,sloond,6,1,11788,0,ASUQKMIMH875T,1,10,1,a
3605,0,GG,sklime,15,0,2827,1,ASUQKMIMH875T,1,11,1,o
3606,1,GB,blelth,16,0,7820,0,ASUQKMIMH875T,0,12,1,e
3607,1,GB,brur,4,0,7221,0,ASUQKMIMH875T,1,13,1,u
3608,0,BG,skoths,9,1,2884,0,ASUQKMIMH875T,0,14,1,u
3609,1,GB,gwald,12,0,11468,0,ASUQKMIMH875T,1,15,1,a
3610,0,BG,threlt,13,1,2815,0,ASUQKMIMH875T,1,16,1,e
3611,0,BG,dwoond,5,1,3796,0,ASUQKMIMH875T,0,17,1,oo
3612,0,BG,throth,21,1,3076,0,ASUQKMIMH875T,0,18,1,o
3614,1,GB,smim,20,0,4068,0,ASUQKMIMH875T,1,20,1,u
3615,0,GG,flelg,23,0,2318,1,ASUQKMIMH875T,0,21,1,oo
3616,0,GG,gwempt,7,0,1699,1,ASUQKMIMH875T,1,22,1,i
3617,1,GB,spup,0,0,3572,1,ASUQKMIMH875T,0,23,1,a
3618,1,BB,skuck,22,1,2518,0,ASUQKMIMH875T,1,24,1,i
3619,0,GG,felmth,3,0,1940,1,ASUQKMIMH875T,0,25,1,i
3620,1,BB,gralfth,2,1,2894,0,ASUQKMIMH875T,1,26,1,o
3621,1,GB,skralk,8,0,3363,0,ASUQKMIMH875T,1,27,1,e
3622,0,BG,shrelth,17,1,3949,1,ASUQKMIMH875T,1,28,1,oo
3623,0,GG,shesp,19,0,3163,1,ASUQKMIMH875T,0,29,1,e
3634,1,GB,gralfth,8,0,5047,0,AURYD2FH3FUOQ,1,3,1,e
3635,0,GG,sklime,7,0,2195,1,AURYD2FH3FUOQ,0,4,1,i
3636,0,GG,skralk,11,0,2176,1,AURYD2FH3FUOQ,0,5,1,oo
3637,0,BG,slils,9,1,5459,0,AURYD2FH3FUOQ,0,6,1,u
3638,1,GB,fashk,0,0,2097,1,AURYD2FH3FUOQ,0,7,1,a
3639,0,BG,gwempt,21,1,2715,0,AURYD2FH3FUOQ,0,8,1,o
3640,1,BB,flelg,2,1,2111,0,AURYD2FH3FUOQ,1,9,1,o
3641,0,BG,brur,17,1,2546,0,AURYD2FH3FUOQ,0,10,1,oo
3643,1,GB,threlt,4,0,2175,0,AURYD2FH3FUOQ,0,12,1,u
3644,1,BB,smim,22,1,1972,0,AURYD2FH3FUOQ,0,13,1,i
3645,1,BB,glagd,14,1,3501,0,AURYD2FH3FUOQ,0,14,1,i
3647,0,GG,trilb,3,0,1886,1,AURYD2FH3FUOQ,1,16,1,i
3648,0,BG,blelth,5,1,2188,0,AURYD2FH3FUOQ,1,17,1,oo
3649,1,GB,dwoond,16,0,2891,0,AURYD2FH3FUOQ,0,18,1,e
3650,1,BB,felmth,10,1,2060,0,AURYD2FH3FUOQ,0,19,1,o
3651,1,GB,skuck,20,0,3151,0,AURYD2FH3FUOQ,1,20,1,u
3652,1,BB,spelsh,18,1,2109,0,AURYD2FH3FUOQ,0,21,1,a
3653,0,GG,skoths,19,0,1910,0,AURYD2FH3FUOQ,0,22,1,e
3654,0,GG,shesp,15,0,2081,1,AURYD2FH3FUOQ,0,23,1,o
3655,1,GB,shrelth,12,0,2391,0,AURYD2FH3FUOQ,1,24,1,a
3657,0,BG,throth,1,1,2067,0,AURYD2FH3FUOQ,0,26,1,e
3658,0,BG,gwald,13,1,2289,0,AURYD2FH3FUOQ,1,27,1,e
3659,0,GG,spup,23,0,3065,1,AURYD2FH3FUOQ,1,28,1,oo
3660,1,BB,sloond,6,1,1860,0,AURYD2FH3FUOQ,1,29,1,a
3670,0,BG,spelsh,20,1,9122,0,AUZCG3IKNCNO,0,2,2,u
3671,0,BG,skoths,0,1,5229,0,AUZCG3IKNCNO,1,3,2,a
3672,0,BG,felmth,8,1,2871,1,AUZCG3IKNCNO,0,4,2,e
3674,1,BB,spup,17,1,2592,0,AUZCG3IKNCNO,0,6,2,oo
3675,1,GB,skralk,11,0,2321,0,AUZCG3IKNCNO,1,7,2,oo
3676,1,GB,shesp,3,0,3522,0,AUZCG3IKNCNO,1,8,2,i
3677,0,GG,sklime,18,0,1745,1,AUZCG3IKNCNO,0,9,2,a
3678,0,GG,shrelth,22,0,2723,1,AUZCG3IKNCNO,1,10,2,i
3679,1,GB,blelth,15,0,2489,0,AUZCG3IKNCNO,0,11,2,o
3680,0,GG,sloond,10,0,5984,1,AUZCG3IKNCNO,1,12,2,o
3681,0,BG,brur,16,1,3473,0,AUZCG3IKNCNO,1,13,2,e
3682,1,BB,gwempt,13,1,2857,0,AUZCG3IKNCNO,1,14,2,e
3685,1,BB,skuck,1,1,3166,0,AUZCG3IKNCNO,1,17,2,e
3686,0,GG,glagd,6,0,2994,1,AUZCG3IKNCNO,1,18,2,a
3687,1,BB,fashk,5,1,4546,0,AUZCG3IKNCNO,1,19,2,oo
3688,1,BB,threlt,21,1,2565,0,AUZCG3IKNCNO,0,20,2,o
3689,0,GG,dwoond,2,0,2472,1,AUZCG3IKNCNO,0,21,2,o
3690,1,GB,gwald,7,0,2806,0,AUZCG3IKNCNO,1,22,2,i
3692,1,BB,gralfth,9,1,3165,0,AUZCG3IKNCNO,1,24,2,u
3693,0,GG,throth,14,0,5754,0,AUZCG3IKNCNO,1,25,2,i
3694,0,BG,smim,12,1,4602,0,AUZCG3IKNCNO,0,26,2,a
3695,1,GB,trilb,19,0,3858,0,AUZCG3IKNCNO,0,27,2,e
3696,1,GB,flelg,23,0,5722,0,AUZCG3IKNCNO,0,28,2,oo
3697,0,BG,slils,4,1,2452,0,AUZCG3IKNCNO,0,29,2,u
3707,1,BB,sloond,1,1,5041,0,AVTGI51AT4R3C,0,2,2,e
3708,0,GG,smim,2,0,1977,1,AVTGI51AT4R3C,0,3,2,o
3710,1,GB,spelsh,11,0,4149,0,AVTGI51AT4R3C,1,5,2,oo
3712,1,GB,skuck,7,0,1399,0,AVTGI51AT4R3C,0,7,2,i
3713,0,BG,brur,4,1,2192,0,AVTGI51AT4R3C,0,8,2,u
3714,0,GG,dwoond,22,0,1423,1,AVTGI51AT4R3C,0,9,2,i
