,ChoseViolation,Item,NumberIterations,Permutation,ReactionTime,Segment,Subject,TestedOn,TrainedOn,TrialNumber,Violates,ViolationPosition
22338,0,397,5,1,283,b,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,292,Voicing,1
22339,0,439,5,1,113,ng,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,293,Place,1
22341,1,427,5,1,439,ng,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,295,Place,1
22342,1,391,5,1,158,b,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,296,Voicing,1
22343,0,412,5,1,143,n,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,297,Place,1
22344,1,361,5,1,152,d,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,298,Voicing,0
22345,0,436,5,1,147,n,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,299,Place,1
22346,0,400,5,1,159,b,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,300,Voicing,1
22347,0,445,5,1,151,ng,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,301,Place,1
22348,1,367,5,1,149,d,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,302,Voicing,0
22349,0,457,5,1,143,ng,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,303,Place,1
22352,0,352,5,1,617,d,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,306,Voicing,0
22353,0,415,5,1,268,ng,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,307,Place,1
22355,1,430,5,1,315,n,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,309,Place,0
22356,0,394,5,1,146,b,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,310,Voicing,0
22357,0,406,5,1,138,n,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,311,Place,0
22358,1,358,5,1,123,d,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,312,Voicing,0
22359,0,460,5,1,406,n,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,313,Place,1
22361,1,448,5,1,294,n,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,315,Place,0
22362,0,373,5,1,143,d,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,316,Voicing,1
22363,1,454,5,1,150,n,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,317,Place,0
22364,0,388,5,1,151,b,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,318,Voicing,1
22365,1,424,5,1,151,n,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,319,Place,0
22366,0,379,5,1,144,b,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,320,Voicing,1
22367,0,409,5,1,92,ng,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,321,Place,0
22368,0,349,5,1,191,d,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,322,Voicing,1
22369,1,418,5,1,158,n,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,323,Place,0
22370,0,403,5,1,660,b,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,324,Voicing,1
22373,1,433,5,1,221,ng,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,327,Place,1
22374,1,364,5,1,463,d,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,328,Voicing,0
22376,0,382,5,1,144,b,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,330,Voicing,1
22377,0,421,5,1,145,ng,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,331,Place,1
22378,1,355,5,1,419,d,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,332,Voicing,0
22379,0,451,5,1,159,ng,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,333,Place,1
22380,1,376,5,1,154,b,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,334,Voicing,1
22382,0,385,5,1,1273,b,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,336,Voicing,0
22383,0,463,5,1,174,ng,A1ZLF0FO5B21NS,*NF,PlaceAssimilation,337,Place,0
22384,0,370,5,1,311,d,A1ZLF0FO5B21NS,*DF,PlaceAssimilation,338,Voicing,0
23081,0,403,5,1,3039,b,A20UUI2O1GVGZE,*DF,PlaceAssimilation,289,Voicing,1
23082,0,457,5,1,1960,ng,A20UUI2O1GVGZE,*NF,PlaceAssimilation,290,Place,1
23083,1,376,5,1,2608,b,A20UUI2O1GVGZE,*DF,PlaceAssimilation,291,Voicing,0
23084,0,421,5,1,3319,ng,A20UUI2O1GVGZE,*NF,PlaceAssimilation,292,Place,0
23085,1,379,5,1,2095,b,A20UUI2O1GVGZE,*DF,PlaceAssimilation,293,Voicing,0
23086,1,451,5,1,3983,ng,A20UUI2O1GVGZE,*NF,PlaceAssimilation,294,Place,1
23087,0,394,5,1,8552,b,A20UUI2O1GVGZE,*DF,PlaceAssimilation,295,Voicing,0
23088,0,445,5,1,2168,ng,A20UUI2O1GVGZE,*NF,PlaceAssimilation,296,Place,1
23089,1,361,5,1,1904,d,A20UUI2O1GVGZE,*DF,PlaceAssimilation,297,Voicing,1
23091,0,382,5,1,3327,b,A20UUI2O1GVGZE,*DF,PlaceAssimilation,299,Voicing,0
23092,0,424,5,1,2895,n,A20UUI2O1GVGZE,*NF,PlaceAssimilation,300,Place,1
23093,1,370,5,1,2719,d,A20UUI2O1GVGZE,*DF,PlaceAssimilation,301,Voicing,0
23094,0,448,5,1,2600,n,A20UUI2O1GVGZE,*NF,PlaceAssimilation,302,Place,0
23095,0,358,5,1,4016,d,A20UUI2O1GVGZE,*DF,PlaceAssimilation,303,Voicing,0
23096,0,454,5,1,3517,n,A20UUI2O1GVGZE,*NF,PlaceAssimilation,304,Place,0
23098,1,427,5,1,1591,ng,A20UUI2O1GVGZE,*NF,PlaceAssimilation,306,Place,0
23099,1,397,5,1,2511,b,A20UUI2O1GVGZE,*DF,PlaceAssimilation,307,Voicing,0
23100,0,436,5,1,2920,n,A20UUI2O1GVGZE,*NF,PlaceAssimilation,308,Place,1
23101,1,364,5,1,2263,d,A20UUI2O1GVGZE,*DF,PlaceAssimilation,309,Voicing,0
23102,0,418,5,1,1983,n,A20UUI2O1GVGZE,*NF,PlaceAssimilation,310,Place,0
23103,0,400,5,1,3183,b,A20UUI2O1GVGZE,*DF,PlaceAssimilation,311,Voicing,0
23104,1,412,5,1,2935,n,A20UUI2O1GVGZE,*NF,PlaceAssimilation,312,Place,1
23105,1,352,5,1,2639,d,A20UUI2O1GVGZE,*DF,PlaceAssimilation,313,Voicing,0
23106,1,439,5,1,3015,ng,A20UUI2O1GVGZE,*NF,PlaceAssimilation,314,Place,0
23111,1,346,5,1,1471,d,A20UUI2O1GVGZE,*DF,PlaceAssimilation,319,Voicing,0
23112,0,415,5,1,2575,ng,A20UUI2O1GVGZE,*NF,PlaceAssimilation,320,Place,1
23113,1,349,5,1,1727,d,A20UUI2O1GVGZE,*DF,PlaceAssimilation,321,Voicing,0
23114,0,433,5,1,2936,ng,A20UUI2O1GVGZE,*NF,PlaceAssimilation,322,Place,1
23116,1,430,5,1,2742,n,A20UUI2O1GVGZE,*NF,PlaceAssimilation,324,Place,0
23117,0,388,5,1,1879,b,A20UUI2O1GVGZE,*DF,PlaceAssimilation,325,Voicing,1
23118,1,442,5,1,2535,n,A20UUI2O1GVGZE,*NF,PlaceAssimilation,326,Place,0
23119,0,367,5,1,6701,d,A20UUI2O1GVGZE,*DF,PlaceAssimilation,327,Voicing,0
23120,0,409,5,1,2128,ng,A20UUI2O1GVGZE,*NF,PlaceAssimilation,328,Place,1
23122,0,406,5,1,4294,n,A20UUI2O1GVGZE,*NF,PlaceAssimilation,330,Place,1
23123,1,373,5,1,1935,d,A20UUI2O1GVGZE,*DF,PlaceAssimilation,331,Voicing,0
23124,0,463,5,1,2207,ng,A20UUI2O1GVGZE,*NF,PlaceAssimilation,332,Place,0
23125,0,355,5,1,2687,d,A20UUI2O1GVGZE,*DF,PlaceAssimilation,333,Voicing,0
23127,1,385,5,1,2672,b,A20UUI2O1GVGZE,*DF,PlaceAssimilation,335,Voicing,0
23129,0,391,5,1,2759,b,A20UUI2O1GVGZE,*DF,PlaceAssimilation,337,Voicing,1
23130,0,460,5,1,2823,n,A20UUI2O1GVGZE,*NF,PlaceAssimilation,338,Place,0
23227,1,406,1,0,5639,n,A21CUJGSV32GYX,*NF,Devoicing,89,Place,0
23228,0,361,1,0,3095,d,A21CUJGSV32GYX,*DF,Devoicing,90,Voicing,0
23229,1,436,1,0,5631,n,A21CUJGSV32GYX,*NF,Devoicing,91,Place,0
23230,0,352,1,0,3687,d,A21CUJGSV32GYX,*DF,Devoicing,92,Voicing,0
23231,1,430,1,0,5894,n,A21CUJGSV32GYX,*NF,Devoicing,93,Place,1
23232,1,355,1,0,4335,d,A21CUJGSV32GYX,*DF,Devoicing,94,Voicing,1
23233,0,439,1,0,4399,ng,A21CUJGSV32GYX,*NF,Devoicing,95,Place,1
23234,0,376,1,0,6383,b,A21CUJGSV32GYX,*DF,Devoicing,96,Voicing,0
23235,1,424,1,0,3991,n,A21CUJGSV32GYX,*NF,Devoicing,97,Place,0
23237,0,457,1,0,2863,ng,A21CUJGSV32GYX,*NF,Devoicing,99,Place,1
23238,0,400,1,0,3183,b,A21CUJGSV32GYX,*DF,Devoicing,100,Voicing,0
23239,0,463,1,0,3743,ng,A21CUJGSV32GYX,*NF,Devoicing,101,Place,1
23240,0,385,1,0,3335,b,A21CUJGSV32GYX,*DF,Devoicing,102,Voicing,1
23241,0,460,1,0,3767,n,A21CUJGSV32GYX,*NF,Devoicing,103,Place,0
23242,1,394,1,0,4879,b,A21CUJGSV32GYX,*DF,Devoicing,104,Voicing,1
23243,1,421,1,0,6607,ng,A21CUJGSV32GYX,*NF,Devoicing,105,Place,0
23244,0,391,1,0,2767,b,A21CUJGSV32GYX,*DF,Devoicing,106,Voicing,1
23245,0,445,1,0,2743,ng,A21CUJGSV32GYX,*NF,Devoicing,107,Place,0
23246,0,382,1,0,3951,b,A21CUJGSV32GYX,*DF,Devoicing,108,Voicing,0
23247,0,409,1,0,3983,ng,A21CUJGSV32GYX,*NF,Devoicing,109,Place,0
23248,0,379,1,0,5487,b,A21CUJGSV32GYX,*DF,Devoicing,110,Voicing,0
23249,0,442,1,0,5679,n,A21CUJGSV32GYX,*NF,Devoicing,111,Place,0
23251,0,418,1,0,3991,n,A21CUJGSV32GYX,*NF,Devoicing,113,Place,1
23252,1,364,1,0,2767,d,A21CUJGSV32GYX,*DF,Devoicing,114,Voicing,0
23255,1,451,1,0,7431,ng,A21CUJGSV32GYX,*NF,Devoicing,117,Place,0
23256,1,346,1,0,2719,d,A21CUJGSV32GYX,*DF,Devoicing,118,Voicing,0
23257,1,427,1,0,3311,ng,A21CUJGSV32GYX,*NF,Devoicing,119,Place,0
23258,1,373,1,0,4159,d,A21CUJGSV32GYX,*DF,Devoicing,120,Voicing,1
23260,1,367,1,0,2983,d,A21CUJGSV32GYX,*DF,Devoicing,122,Voicing,0
23261,0,448,1,0,5351,n,A21CUJGSV32GYX,*NF,Devoicing,123,Place,1
23263,1,454,1,0,3759,n,A21CUJGSV32GYX,*NF,Devoicing,125,Place,1
23264,1,370,1,0,6671,d,A21CUJGSV32GYX,*DF,Devoicing,126,Voicing,0
23265,0,433,1,0,3583,ng,A21CUJGSV32GYX,*NF,Devoicing,127,Place,0
23266,1,358,1,0,4143,d,A21CUJGSV32GYX,*DF,Devoicing,128,Voicing,0
23268,0,388,1,0,4495,b,A21CUJGSV32GYX,*DF,Devoicing,130,Voicing,1
23270,1,403,1,0,2751,b,A21CUJGSV32GYX,*DF,Devoicing,132,Voicing,0
23271,0,415,1,0,3223,ng,A21CUJGSV32GYX,*NF,Devoicing,133,Place,1
23272,1,349,1,0,3679,d,A21CUJGSV32GYX,*DF,Devoicing,134,Voicing,0
23275,0,412,1,0,5679,n,A21CUJGSV32GYX,*NF,Devoicing,137,Place,1
23276,0,397,1,0,4399,b,A21CUJGSV32GYX,*DF,Devoicing,138,Voicing,1
23373,0,418,1,1,18882,n,A21SF3IKIZB0VN,*NF,PlaceAssimilation,89,Place,0
23375,0,448,1,1,4702,n,A21SF3IKIZB0VN,*NF,PlaceAssimilation,91,Place,1
23376,1,349,1,1,6723,d,A21SF3IKIZB0VN,*DF,PlaceAssimilation,92,Voicing,0
23377,0,406,1,1,4990,n,A21SF3IKIZB0VN,*NF,PlaceAssimilation,93,Place,1
23378,0,379,1,1,5716,b,A21SF3IKIZB0VN,*DF,PlaceAssimilation,94,Voicing,1
23379,1,433,1,1,7552,ng,A21SF3IKIZB0VN,*NF,PlaceAssimilation,95,Place,0
23380,0,373,1,1,10559,d,A21SF3IKIZB0VN,*DF,PlaceAssimilation,96,Voicing,0
23381,0,460,1,1,6618,n,A21SF3IKIZB0VN,*NF,PlaceAssimilation,97,Place,1
23382,1,376,1,1,8295,b,A21SF3IKIZB0VN,*DF,PlaceAssimilation,98,Voicing,0
23383,0,424,1,1,4214,n,A21SF3IKIZB0VN,*NF,PlaceAssimilation,99,Place,1
23384,0,364,1,1,4266,d,A21SF3IKIZB0VN,*DF,PlaceAssimilation,100,Voicing,1
23385,1,457,1,1,8244,ng,A21SF3IKIZB0VN,*NF,PlaceAssimilation,101,Place,1
23386,0,382,1,1,9630,b,A21SF3IKIZB0VN,*DF,PlaceAssimilation,102,Voicing,0
23387,1,445,1,1,7002,ng,A21SF3IKIZB0VN,*NF,PlaceAssimilation,103,Place,1
23388,1,346,1,1,4781,d,A21SF3IKIZB0VN,*DF,PlaceAssimilation,104,Voicing,1
23389,1,430,1,1,5226,n,A21SF3IKIZB0VN,*NF,PlaceAssimilation,105,Place,1
23390,0,361,1,1,8843,d,A21SF3IKIZB0VN,*DF,PlaceAssimilation,106,Voicing,1
23393,1,454,1,1,6428,n,A21SF3IKIZB0VN,*NF,PlaceAssimilation,109,Place,0
23394,1,358,1,1,5584,d,A21SF3IKIZB0VN,*DF,PlaceAssimilation,110,Voicing,0
23395,0,439,1,1,4244,ng,A21SF3IKIZB0VN,*NF,PlaceAssimilation,111,Place,1
23396,1,400,1,1,5097,b,A21SF3IKIZB0VN,*DF,PlaceAssimilation,112,Voicing,0
23398,0,397,1,1,5918,b,A21SF3IKIZB0VN,*DF,PlaceAssimilation,114,Voicing,1
23399,1,409,1,1,3932,ng,A21SF3IKIZB0VN,*NF,PlaceAssimilation,115,Place,0
23401,0,412,1,1,4732,n,A21SF3IKIZB0VN,*NF,PlaceAssimilation,117,Place,1
23402,0,370,1,1,4733,d,A21SF3IKIZB0VN,*DF,PlaceAssimilation,118,Voicing,1
23403,1,463,1,1,4229,ng,A21SF3IKIZB0VN,*NF,PlaceAssimilation,119,Place,0
23405,1,442,1,1,6261,n,A21SF3IKIZB0VN,*NF,PlaceAssimilation,121,Place,1
23406,1,391,1,1,6986,b,A21SF3IKIZB0VN,*DF,PlaceAssimilation,122,Voicing,0
23407,0,421,1,1,5256,ng,A21SF3IKIZB0VN,*NF,PlaceAssimilation,123,Place,0
23409,1,436,1,1,7402,n,A21SF3IKIZB0VN,*NF,PlaceAssimilation,125,Place,1
23410,0,403,1,1,12125,b,A21SF3IKIZB0VN,*DF,PlaceAssimilation,126,Voicing,0
23412,1,352,1,1,6415,d,A21SF3IKIZB0VN,*DF,PlaceAssimilation,128,Voicing,0
23413,1,427,1,1,6135,ng,A21SF3IKIZB0VN,*NF,PlaceAssimilation,129,Place,1
23414,1,355,1,1,4829,d,A21SF3IKIZB0VN,*DF,PlaceAssimilation,130,Voicing,0
23416,1,388,1,1,4013,b,A21SF3IKIZB0VN,*DF,PlaceAssimilation,132,Voicing,1
23417,1,415,1,1,4068,ng,A21SF3IKIZB0VN,*NF,PlaceAssimilation,133,Place,0
23418,1,385,1,1,4583,b,A21SF3IKIZB0VN,*DF,PlaceAssimilation,134,Voicing,1
23419,0,451,1,1,5835,ng,A21SF3IKIZB0VN,*NF,PlaceAssimilation,135,Place,1
23420,0,367,1,1,4077,d,A21SF3IKIZB0VN,*DF,PlaceAssimilation,136,Voicing,1
23422,0,394,1,1,5370,b,A21SF3IKIZB0VN,*DF,PlaceAssimilation,138,Voicing,1
24024,0,403,2,0,5424,b,A25BDZJ7E8I0PG,*DF,Devoicing,141,Voicing,0
24025,1,445,2,0,3028,ng,A25BDZJ7E8I0PG,*NF,Devoicing,142,Place,1
24026,1,361,2,0,2463,d,A25BDZJ7E8I0PG,*DF,Devoicing,143,Voicing,1
24028,0,379,2,0,3687,b,A25BDZJ7E8I0PG,*DF,Devoicing,145,Voicing,1
24029,1,421,2,0,2503,ng,A25BDZJ7E8I0PG,*NF,Devoicing,146,Place,1
24030,1,346,2,0,3440,d,A25BDZJ7E8I0PG,*DF,Devoicing,147,Voicing,1
24031,1,451,2,0,2299,ng,A25BDZJ7E8I0PG,*NF,Devoicing,148,Place,0
24032,1,373,2,0,1652,d,A25BDZJ7E8I0PG,*DF,Devoicing,149,Voicing,1
24033,0,457,2,0,2726,ng,A25BDZJ7E8I0PG,*NF,Devoicing,150,Place,1
24034,1,376,2,0,3613,b,A25BDZJ7E8I0PG,*DF,Devoicing,151,Voicing,1
24035,0,406,2,0,3275,n,A25BDZJ7E8I0PG,*NF,Devoicing,152,Place,0
24036,1,394,2,0,2161,b,A25BDZJ7E8I0PG,*DF,Devoicing,153,Voicing,1
24037,1,436,2,0,3876,n,A25BDZJ7E8I0PG,*NF,Devoicing,154,Place,0
24038,0,349,2,0,1489,d,A25BDZJ7E8I0PG,*DF,Devoicing,155,Voicing,0
24039,0,433,2,0,1808,ng,A25BDZJ7E8I0PG,*NF,Devoicing,156,Place,1
24040,1,355,2,0,3223,d,A25BDZJ7E8I0PG,*DF,Devoicing,157,Voicing,0
24041,1,454,2,0,2400,n,A25BDZJ7E8I0PG,*NF,Devoicing,158,Place,0
24044,0,400,2,0,2217,b,A25BDZJ7E8I0PG,*DF,Devoicing,161,Voicing,1
24046,0,352,2,0,3211,d,A25BDZJ7E8I0PG,*DF,Devoicing,163,Voicing,1
24047,1,463,2,0,2354,ng,A25BDZJ7E8I0PG,*NF,Devoicing,164,Place,0
24049,1,427,2,0,2397,ng,A25BDZJ7E8I0PG,*NF,Devoicing,166,Place,1
24050,0,397,2,0,3787,b,A25BDZJ7E8I0PG,*DF,Devoicing,167,Voicing,1
24051,0,424,2,0,1509,n,A25BDZJ7E8I0PG,*NF,Devoicing,168,Place,0
24052,1,388,2,0,4621,b,A25BDZJ7E8I0PG,*DF,Devoicing,169,Voicing,1
24053,1,412,2,0,12400,n,A25BDZJ7E8I0PG,*NF,Devoicing,170,Place,1
24054,1,382,2,0,3774,b,A25BDZJ7E8I0PG,*DF,Devoicing,171,Voicing,1
24055,0,415,2,0,1890,ng,A25BDZJ7E8I0PG,*NF,Devoicing,172,Place,0
24057,0,430,2,0,1908,n,A25BDZJ7E8I0PG,*NF,Devoicing,174,Place,1
24058,1,391,2,0,1562,b,A25BDZJ7E8I0PG,*DF,Devoicing,175,Voicing,1
24059,1,460,2,0,2550,n,A25BDZJ7E8I0PG,*NF,Devoicing,176,Place,0
24060,1,370,2,0,1669,d,A25BDZJ7E8I0PG,*DF,Devoicing,177,Voicing,1
24061,1,442,2,0,17088,n,A25BDZJ7E8I0PG,*NF,Devoicing,178,Place,0
24062,0,367,2,0,3545,d,A25BDZJ7E8I0PG,*DF,Devoicing,179,Voicing,0
24064,1,385,2,0,3725,b,A25BDZJ7E8I0PG,*DF,Devoicing,181,Voicing,1
24065,1,439,2,0,1960,ng,A25BDZJ7E8I0PG,*NF,Devoicing,182,Place,0
24066,0,364,2,0,1529,d,A25BDZJ7E8I0PG,*DF,Devoicing,183,Voicing,1
24067,0,448,2,0,3176,n,A25BDZJ7E8I0PG,*NF,Devoicing,184,Place,0
24068,1,358,2,0,2581,d,A25BDZJ7E8I0PG,*DF,Devoicing,185,Voicing,1
24069,0,418,2,0,1343,n,A25BDZJ7E8I0PG,*NF,Devoicing,186,Place,0
24071,1,409,2,0,2139,ng,A25BDZJ7E8I0PG,*NF,Devoicing,188,Place,1
24368,0,352,5,0,8702,d,A26RO8GGTQAXGG,*DF,Devoicing,289,Voicing,0
24369,0,433,5,0,1636,ng,A26RO8GGTQAXGG,*NF,Devoicing,290,Place,1
24370,1,400,5,0,1362,b,A26RO8GGTQAXGG,*DF,Devoicing,291,Voicing,1
24371,0,448,5,0,1539,n,A26RO8GGTQAXGG,*NF,Devoicing,292,Place,1
24372,1,403,5,0,1844,b,A26RO8GGTQAXGG,*DF,Devoicing,293,Voicing,0
24373,0,427,5,0,1546,ng,A26RO8GGTQAXGG,*NF,Devoicing,294,Place,1
24374,1,364,5,0,2561,d,A26RO8GGTQAXGG,*DF,Devoicing,295,Voicing,0
24375,1,436,5,0,2070,n,A26RO8GGTQAXGG,*NF,Devoicing,296,Place,0
24376,1,376,5,0,1559,b,A26RO8GGTQAXGG,*DF,Devoicing,297,Voicing,1
24379,0,442,5,0,1719,n,A26RO8GGTQAXGG,*NF,Devoicing,300,Place,0
24380,1,346,5,0,1499,d,A26RO8GGTQAXGG,*DF,Devoicing,301,Voicing,0
24382,0,388,5,0,1816,b,A26RO8GGTQAXGG,*DF,Devoicing,303,Voicing,0
24383,1,460,5,0,1577,n,A26RO8GGTQAXGG,*NF,Devoicing,304,Place,1
24384,0,355,5,0,2382,d,A26RO8GGTQAXGG,*DF,Devoicing,305,Voicing,1
24385,1,463,5,0,1882,ng,A26RO8GGTQAXGG,*NF,Devoicing,306,Place,1
24386,0,397,5,0,1474,b,A26RO8GGTQAXGG,*DF,Devoicing,307,Voicing,0
24387,1,421,5,0,2052,ng,A26RO8GGTQAXGG,*NF,Devoicing,308,Place,1
24388,1,373,5,0,1516,d,A26RO8GGTQAXGG,*DF,Devoicing,309,Voicing,1
24389,0,439,5,0,2380,ng,A26RO8GGTQAXGG,*NF,Devoicing,310,Place,0
24390,0,349,5,0,1416,d,A26RO8GGTQAXGG,*DF,Devoicing,311,Voicing,0
24391,0,454,5,0,1566,n,A26RO8GGTQAXGG,*NF,Devoicing,312,Place,0
24393,0,430,5,0,1540,n,A26RO8GGTQAXGG,*NF,Devoicing,314,Place,1
24394,1,370,5,0,1424,d,A26RO8GGTQAXGG,*DF,Devoicing,315,Voicing,1
24395,1,409,5,0,1751,ng,A26RO8GGTQAXGG,*NF,Devoicing,316,Place,1
24396,0,385,5,0,1618,b,A26RO8GGTQAXGG,*DF,Devoicing,317,Voicing,1
24397,0,406,5,0,1820,n,A26RO8GGTQAXGG,*NF,Devoicing,318,Place,1
24398,1,358,5,0,1529,d,A26RO8GGTQAXGG,*DF,Devoicing,319,Voicing,1
24399,0,412,5,0,1657,n,A26RO8GGTQAXGG,*NF,Devoicing,320,Place,1
24400,0,382,5,0,1475,b,A26RO8GGTQAXGG,*DF,Devoicing,321,Voicing,0
24402,0,361,5,0,1311,d,A26RO8GGTQAXGG,*DF,Devoicing,323,Voicing,0
24405,0,418,5,0,2171,n,A26RO8GGTQAXGG,*NF,Devoicing,326,Place,1
24406,0,367,5,0,2082,d,A26RO8GGTQAXGG,*DF,Devoicing,327,Voicing,0
24407,0,424,5,0,1357,n,A26RO8GGTQAXGG,*NF,Devoicing,328,Place,1
24409,0,457,5,0,2062,ng,A26RO8GGTQAXGG,*NF,Devoicing,330,Place,1
24411,1,445,5,0,1889,ng,A26RO8GGTQAXGG,*NF,Devoicing,332,Place,1
24412,0,379,5,0,2105,b,A26RO8GGTQAXGG,*DF,Devoicing,333,Voicing,1
24413,1,415,5,0,1568,ng,A26RO8GGTQAXGG,*NF,Devoicing,334,Place,0
24414,0,391,5,0,2216,b,A26RO8GGTQAXGG,*DF,Devoicing,335,Voicing,1
24416,0,394,5,0,1351,b,A26RO8GGTQAXGG,*DF,Devoicing,337,Voicing,0
24417,1,451,5,0,2016,ng,A26RO8GGTQAXGG,*NF,Devoicing,338,Place,1
24714,0,418,5,1,5733,n,A26TI25HFW18OZ,*NF,PlaceAssimilation,289,Place,1
24715,1,364,5,1,2961,d,A26TI25HFW18OZ,*DF,PlaceAssimilation,290,Voicing,0
24716,1,451,5,1,2537,ng,A26TI25HFW18OZ,*NF,PlaceAssimilation,291,Place,0
24717,1,376,5,1,3358,b,A26TI25HFW18OZ,*DF,PlaceAssimilation,292,Voicing,0
24718,0,421,5,1,3091,ng,A26TI25HFW18OZ,*NF,PlaceAssimilation,293,Place,1
24719,0,388,5,1,1777,b,A26TI25HFW18OZ,*DF,PlaceAssimilation,294,Voicing,1
24720,0,445,5,1,2349,ng,A26TI25HFW18OZ,*NF,PlaceAssimilation,295,Place,0
24721,0,379,5,1,2498,b,A26TI25HFW18OZ,*DF,PlaceAssimilation,296,Voicing,1
24722,1,463,5,1,2845,ng,A26TI25HFW18OZ,*NF,PlaceAssimilation,297,Place,0
24723,1,352,5,1,2753,d,A26TI25HFW18OZ,*DF,PlaceAssimilation,298,Voicing,1
24725,1,361,5,1,1582,d,A26TI25HFW18OZ,*DF,PlaceAssimilation,300,Voicing,1
24726,0,460,5,1,2542,n,A26TI25HFW18OZ,*NF,PlaceAssimilation,301,Place,0
24728,1,454,5,1,1784,n,A26TI25HFW18OZ,*NF,PlaceAssimilation,303,Place,0
24729,1,355,5,1,2188,d,A26TI25HFW18OZ,*DF,PlaceAssimilation,304,Voicing,1
24730,1,448,5,1,4366,n,A26TI25HFW18OZ,*NF,PlaceAssimilation,305,Place,1
24731,1,373,5,1,5334,d,A26TI25HFW18OZ,*DF,PlaceAssimilation,306,Voicing,0
24732,1,439,5,1,1396,ng,A26TI25HFW18OZ,*NF,PlaceAssimilation,307,Place,0
24733,0,394,5,1,3278,b,A26TI25HFW18OZ,*DF,PlaceAssimilation,308,Voicing,0
24735,0,346,5,1,3727,d,A26TI25HFW18OZ,*DF,PlaceAssimilation,310,Voicing,1
24736,0,409,5,1,1992,ng,A26TI25HFW18OZ,*NF,PlaceAssimilation,311,Place,1
24737,0,403,5,1,1959,b,A26TI25HFW18OZ,*DF,PlaceAssimilation,312,Voicing,0
24738,0,424,5,1,1583,n,A26TI25HFW18OZ,*NF,PlaceAssimilation,313,Place,1
24740,0,457,5,1,2840,ng,A26TI25HFW18OZ,*NF,PlaceAssimilation,315,Place,0
24743,0,358,5,1,2693,d,A26TI25HFW18OZ,*DF,PlaceAssimilation,318,Voicing,1
24745,0,391,5,1,3062,b,A26TI25HFW18OZ,*DF,PlaceAssimilation,320,Voicing,1
24746,1,412,5,1,1852,n,A26TI25HFW18OZ,*NF,PlaceAssimilation,321,Place,1
24747,0,397,5,1,4227,b,A26TI25HFW18OZ,*DF,PlaceAssimilation,322,Voicing,0
24748,1,406,5,1,2001,n,A26TI25HFW18OZ,*NF,PlaceAssimilation,323,Place,1
24750,0,433,5,1,3849,ng,A26TI25HFW18OZ,*NF,PlaceAssimilation,325,Place,1
24751,0,400,5,1,1181,b,A26TI25HFW18OZ,*DF,PlaceAssimilation,326,Voicing,1
24753,0,349,5,1,3138,d,A26TI25HFW18OZ,*DF,PlaceAssimilation,328,Voicing,1
24754,1,430,5,1,2483,n,A26TI25HFW18OZ,*NF,PlaceAssimilation,329,Place,1
24756,0,427,5,1,2702,ng,A26TI25HFW18OZ,*NF,PlaceAssimilation,331,Place,1
24757,1,382,5,1,2861,b,A26TI25HFW18OZ,*DF,PlaceAssimilation,332,Voicing,0
24758,0,442,5,1,2095,n,A26TI25HFW18OZ,*NF,PlaceAssimilation,333,Place,0
24759,1,367,5,1,2736,d,A26TI25HFW18OZ,*DF,PlaceAssimilation,334,Voicing,0
24760,1,436,5,1,2952,n,A26TI25HFW18OZ,*NF,PlaceAssimilation,335,Place,1
24761,0,385,5,1,1531,b,A26TI25HFW18OZ,*DF,PlaceAssimilation,336,Voicing,0
